,Alpha_Three_Factor,Sector,alpha
MSCC,0.000398610981982,xlk,0.00356377234259
MSCI,0.00270438583532,xly,0.000356975889428
MSFT,0.00155730181333,xlk,0.00507320762671
MSG,0.0010027161822,xly,0.000715785087826
MSI,0.0010620189161,xlk,0.0026820129259
MSM,0.000330357890011,xlp,0.00594825496807
MTB,0.00145426323698,xlf,0.00266541432516
MTCH,0.0021760181623,xlk,0.00553104148723
MTD,0.00239031211734,xlv,0.00209306968303
MTN,0.00216410819873,xly,-0.000524004723529
MU,0.00455324978335,xlk,0.00803755010306
MUR,0.000848409937097,xle,0.00294636748759
MUSA,0.00102991559249,xly,0.00616273119884
MXIM,0.00179702346505,xlk,0.00276984744113
MYL,-0.000146917056254,xlv,0.0023648351795
NATI,0.00250982384698,xlk,0.00243221378366
NAVI,0.000879709951328,xlf,0.00488102287223
NBIX,0.00287484370125,xlv,0.00503364940474
NBL,-0.000554295785859,xle,0.00361754720294
NBR,-0.000830233038887,xle,-0.00377816106031
NCLH,0.00147820913994,xly,0.00178302806463
NCR,-1.90300954119e-05,xly,0.00119684588007
NDAQ,0.000923240240465,xlf,0.00136414197786
NDSN,0.000438450151426,xlp,0.00264781734946
NEE,0.00134476509074,xlu,6.49866884256e-05
NEM,0.00142430085646,xlb,-0.000444216628328
NEU,5.72071985254e-05,xli,-0.000584001844608
NFG,0.000678097724846,xlu,0.00143717778
NFLX,0.00175049341454,xly,0.00395076259405
NFX,0.000255036664723,xle,0.00462032785753
NI,0.00127606435661,xlu,-0.00117751151899
NKE,0.000321707934006,xly,0.00464011084513
NLSN,-6.74581134818e-05,xli,-0.00393572408654
NLY,0.00150598766768,xly,-0.002296353545
NNN,0.000392970347321,xly,-0.00154746551967
NOC,0.00123687021744,xli,0.0015803701935
NOV,0.000566945293849,xle,0.00141734398183
NOW,0.00257653958252,xlk,0.00451889673769
NRG,0.00478735799751,xlu,0.00432636345912
NRZ,0.00133334922082,xly,0.00153181722646
NSC,0.00198445268241,xli,0.00377756427705
NTAP,0.00123356973971,xlk,0.0105589903021
NTRS,0.00195528815212,xlf,0.00195664859439
NUAN,0.000565944994142,xlk,0.0015659583396
NUE,0.000489998564551,xlb,0.00549104866822
NUS,0.00156591963218,xlv,0.00504534117342
NVDA,0.00305949799186,xlk,0.00486781672379
NVR,0.00357590111211,xlp,0.00291239539077
NWL,-0.000850423090513,xly,0.00261414665751
NWS,0.000798494312066,xly,0.00440532476072
NWSA,0.000784321362183,xly,0.00411232296741
NXPI,0.000652078637857,xlk,0.000526987706944
NYCB,-0.000179042236699,xlf,0.00223047086403
O,0.000312248301577,xlre,-0.00128817732446
OA,0.00215201754204,xlp,-0.000361625454169
OC,0.00266852238908,xlp,0.00562608803955
ODFL,0.00184344396646,xli,0.00780815711539
OFC,0.000956942074348,xly,-0.00211529444273
OGE,0.00082823543152,xlu,-0.00120230677422
OHI,0.00132676064156,xly,-0.00350853887816
OI,0.00209064590095,xly,6.49682089497e-05
OII,-0.000833079523776,xle,-0.00686631182236
OKE,0.00150913285331,xle,0.000294215859991
OLED,0.00405353172789,xlp,0.00528735509054
OLN,0.00342202814112,xli,0.00450616011405
OMC,-0.000912692866311,xlk,-0.000385182315586
OMF,0.0014578852026,xlf,0.00895820952257
ON,0.00242930601214,xlk,0.00712572561708
OPK,-0.00171770363426,xlv,-0.00180137297547
ORCL,0.00158307200196,xlk,0.000793229748118
ORI,0.000896198991373,xlf,0.00237703650652
ORLY,-0.000667439805299,xly,0.00523294970917
OSK,0.00178030009565,xlp,0.00361616079622
OUT,0.000881623782453,xly,0.000196393569768
OXY,0.00042846764699,xle,0.00206906904625
OZRK,0.000917330603029,xlf,0.00425462275176
P,-0.00125399527026,xly,0.0028608764914
PACW,7.0843039626e-05,xlf,0.00411985850889
PAG,0.00101560157496,xly,0.00228075851854
PAH,0.00201363546131,xli,0.00196991361846
PANW,0.000941870053771,xlk,0.00187086922863
PAYX,0.000493717661741,xlk,0.00249221335115
PB,0.000738214700467,xlf,0.00335173568525
PBCT,0.000588301591004,xlf,0.00169413673345
PBF,0.00237064693116,xle,0.00644148357181
PBI,-0.000112812370141,xly,0.00194945203546
PCAR,0.00152361967037,xli,0.00251686809878
PCG,-0.000168583417217,xlu,-0.00384134471814
PCLN,0.000737201299462,xly,0.00309943409838
PDCO,-0.000282808517085,xlv,0.00222560461237
PDM,0.000683914586592,xly,-0.00143517928944
PE,0.000380702275976,xle,0.00605487039715
PEG,0.000761363665448,xlu,0.000482125633001
PEP,0.000511921335471,xlp,0.000580203063699
PF,0.000855846992812,xlp,0.00120552231725
PFE,0.000313339601131,xlv,0.00109557296249
PFG,0.00139181952199,xlf,0.000938156315097
PG,0.000312900337786,xli,-0.00119553165053
PGR,0.00168508291587,xlf,0.00176659109646
PGRE,0.000405610114543,xly,-0.000574127681008
PH,0.00163328369914,xli,0.00279407572112
PHM,0.00259144373987,xly,0.00641152466435
PII,0.00156387512028,xlp,0.00677732285389
PINC,0.000686682968594,xly,1.54107072369e-05
PK,0.00119507334339,xly,0.00062892084965
PKG,0.00216123165026,xlb,0.00307744901296
PKI,0.00169842528881,xlv,0.00434517168913
PLD,0.00198414004886,xlre,0.000307484628264
PM,0.00114287526848,xlp,-0.00284106566077
PNC,0.00126471302394,xlf,0.00199055389151
PNFP,0.000793002341503,xlf,0.000980702430525
PNR,0.00178917276074,xlk,0.00115093696387
PNW,0.000734189099647,xlu,-0.00130622111267
POOL,0.00134211993925,xly,0.00321845158618
POST,0.000921206719168,xlp,0.000758298179252
PPC,0.00242130864095,xlp,-0.000203391197357
PPG,0.00160146071352,xlb,0.00187205087155
PPL,0.000679393707586,xlu,-0.00523507435885
PRA,0.000949014416393,xlf,-0.00351348253409
PRGO,-0.000146159562456,xlv,0.00300136532384
PRU,0.000845468989434,xlf,0.00135893890404
PSA,0.000520344760615,xlre,-0.00185452623199
PSX,0.00106268331058,xle,0.00314488510909
PTC,0.00243033481657,xlk,0.00399423711589
PTEN,0.000578044624429,xle,0.00699360741716
PVH,0.00122785593959,xly,0.00617060726299
PWR,0.00152337889954,xli,0.00485647971118
PX,0.00135610815949,xlb,0.00373766851457
PXD,1.45052718139e-05,xle,0.00455429079834
PYPL,0.00252399078714,xlk,0.00451065710638
Q,0.00197688725866,xlv,
QCOM,0.000614663239685,xlk,0.00357450213082
QEP,-0.000880823510867,xle,0.0059687775658
QGEN,0.000943225503113,xlv,0.00382942701262
QRVO,0.00208453950046,xlk,0.00215123223147
QVCA,0.000417735250311,xly,0.00312711737698
R,0.00147983594618,xly,0.0040473602716
RAD,-0.00648524595463,xlv,0.0103280970682
RBC,0.00117263347586,xly,0.00346348897358
RCL,0.00162251378886,xly,0.000587360202167
RE,0.000648892510699,xlf,0.000815855697991
REG,0.00017496853946,xlre,-0.000721921711376
REGN,0.000465017334644,xlv,-0.00266683553691
RES,0.00190610996291,xle,0.00398278910423
RF,0.00159726270096,xlf,0.00404237206418
RGA,0.00138862337262,xlf,0.00318329485652
RGC,-0.00143509105219,xly,0.00705276396316
RGLD,0.00205940080887,xli,-0.00147144876434
RHI,0.00152321033242,xlk,0.00476086298342
RHT,0.00272670387731,xlk,0.00194629729855
RICE,0.0028677449903,xle,
RIG,0.0010405597052,xle,-0.00143396779011
RJF,0.00134528628087,xlf,0.00151181898645
RL,-0.000788484360009,xly,0.00572105757363
RLGY,0.00126960334757,xlf,-0.000590624402767
RMD,0.00208222917568,xlv,0.00671769112776
RNR,0.000737048014368,xlf,-0.000232451370948
ROK,0.00226033832544,xli,0.00334738173445
ROL,0.00181194033225,xlf,-0.00138118703048
ROP,0.00170766768516,xli,0.00230515315932
ROST,0.000211274382631,xly,0.0073618262396
RPAI,-8.53882431633e-05,xly,-0.00123750048112
RPM,0.000674714188548,xli,0.00371546366806
RRC,-0.000651569347316,xle,-0.000682718989686
RS,0.000518642739282,xli,0.00457498301832
RSG,0.000922267815082,xlu,0.00130662919763
RSPP,0.0003546593986,xle,0.00364530238882
RTN,0.00136728401055,xli,-0.000977066658152
RYN,0.00130691950772,xly,0.00287575800158
S,-1.35619521645e-05,xlu,0.000222133105267
SABR,-0.000518288077203,xlk,0.00397431120869
SATS,0.000893212636808,xlk,0.00364148107139
SAVE,-4.21371870108e-05,xli,0.00989156866012
SBAC,0.0022964659197,xlre,9.6581661844e-05
SBH,-0.00208563149069,xly,0.00520749806162
SBNY,0.000309881318662,xlf,0.00437031115418
SBUX,0.000406437074397,xly,4.42154000487e-05
SC,0.00150886357805,xlf,0.00701272592164
SCCO,0.00168591923266,xli,0.00184846431991
SCG,-0.00217773668324,xlu,-0.00207362982781
SCHW,0.00118419741495,xlf,0.00328429013508
SCI,0.00176883636048,xly,0.00422098662357
SEB,0.000849083303445,xlf,0.00134427365516
SEE,0.000391446924938,xlb,0.00230542179265
SEIC,0.0019751387908,xlf,0.00441856352283
SERV,0.001639160563,xly,0.0020212550141
SFM,-0.000219637144331,xly,0.0030959926788
SGEN,0.000350402865072,xlv,0.00304547176804
SHW,0.00204888954714,xlb,0.00295638736798
SIG,7.34862830111e-05,xly,-0.00120206825927
SIRI,0.000986859694519,xly,-0.00321305596398
SIVB,0.00273784517471,xlf,0.00939921030249
SIX,0.00166025326842,xly,0.00122369170087
SJM,-0.000828056985338,xlp,0.00531682352555
SKT,-0.00148172007909,xly,-0.00155981067591
SKX,0.00256447358811,xlp,0.00779271492228
SLB,-0.000324820373104,xle,0.0015791748559
SLG,0.0004614642698,xlre,-0.00071281197005
SLGN,0.00107315457254,xly,0.00213500961462
SLM,0.0024349413292,xlf,0.00401839507167
SM,7.72891375664e-05,xle,0.00482847283684
SMG,0.00107657689446,xli,0.00173344756641
SNA,-9.64093104165e-06,xli,0.00365930210153
SNH,0.00140800010452,xly,-0.000334993912268
SNI,-0.00015590728554,xly,0.00181450807521
SNPS,0.00146399083665,xlk,0.00241350781184
SNV,0.00166732288913,xlf,0.00238567371921
SO,0.000163300430972,xlu,-0.00293230598953
SON,0.000353560752758,xly,0.000902947517295
SPB,-0.000924911239368,xly,0.00619842736413
SPG,-0.000285508054928,xlre,-0.00235920995502
SPGI,0.0013800454902,xlf,0.00265775265243
SPLK,0.00161174218417,xlk,0.0106348619442
SPR,0.00146909593597,xlp,0.00162313383021
SQ,0.00562628777365,xlk,0.0095579292985
SRC,3.98342529174e-05,xly,-0.000269264231525
SRCL,-0.000607494873406,xli,0.000522049169072
SRE,0.00111420658729,xlu,-0.00130124514547
SSNC,0.00143563421433,xlk,-0.000610594038839
ST,0.00190736604507,xlp,0.00268397940387
STAY,0.0015869100431,xly,0.001714472772
STE,0.00163628134873,xlv,0.000534403448748
STI,0.00119271425979,xlf,0.00345727888364
STLD,0.001263737603,xli,0.00614314785655
STOR,0.00132704887857,xly,-0.000646014131783
STT,0.00143204428978,xlf,-0.000484544967877
STWD,0.000767525393516,xly,-0.00152427535919
STZ,0.00162770983879,xlp,0.00129967898991
SUI,0.00114308407326,xly,-4.54752793036e-05
SWK,0.00144721174683,xli,0.00162164564881
SWKS,0.00239426560131,xlk,0.00400725062082
SWN,-0.000449200953535,xle,0.00352007658386
SYF,0.00105900117476,xlf,0.00528393313952
SYK,0.001583603079,xlv,0.00421442243918
SYMC,0.00145323320713,xlk,0.0034570648951
SYY,0.000124052706858,xlp,0.00388753373337
T,-0.000256398125066,xlk,0.0018739336612
TAHO,0.000411916156487,xli,0.00648452129451
TAP,-0.000371062466753,xlp,-0.00231907090423
TCF,0.00135486809493,xlf,0.00534481042263
TCO,-0.00134606533462,xly,0.0019384959963
TDC,0.00168775258052,xlk,0.00365748356204
TDG,0.000760438889657,xli,0.00180676578115
TDS,0.000561962979927,xlu,0.00498052338751
TDY,0.00202766320314,xlp,0.00247601070394
TEAM,0.00288904529343,xlk,0.00438555100144
TECH,0.0010352106809,xlv,0.00541708354808
TER,0.00253220099493,xlp,0.00682962914488
TEX,0.00307113105999,xlp,0.00439768948811
TFSL,-0.000185657864111,xlf,-3.51720310024e-05
TFX,0.00256971430523,xlv,0.00307586027872
TGNA,-0.000112216884556,xly,0.00310571037778
TGT,-0.00123386198708,xly,9.50536710206e-05
THG,0.00124658372972,xlf,0.00114895455081
THO,0.00245888902528,xlp,0.00957102806849
THS,-0.000141996439246,xlp,0.00574225379157
TIF,0.00176111585999,xly,0.00338411978291
TJX,-0.000158289006866,xly,0.00191274787229
TKR,0.00119164825148,xlp,0.0022844202788
TMK,0.00107347158116,xlf,0.00179853105703
TMO,0.00138401243069,xlv,0.00279017272273
TMUS,0.000885072361153,xlu,0.0050836176698
TOL,0.00245271188343,xlp,0.00468990400743
TPX,0.0010712475564,xly,0.00572028005151
TRCO,0.00164237986427,xly,0.000826351105164
TRGP,0.0011787780423,xlu,0.00199530725454
TRIP,5.53879943754e-05,xlk,0.00574348978783
TRMB,0.00225700588163,xlp,0.00441862820316
TRN,0.00163141212954,xlp,0.00197355888483
TROW,0.00184680782153,xlf,0.0013502937271
TRU,0.00283998732386,xlf,0.00435317791195
TRV,0.00073780224941,xlf,-0.00146701611035
TSCO,-0.000408771564473,xly,0.00734132260715
TSLA,0.00243730958489,xlp,-0.00159071377371
TSN,0.00120655489252,xlp,0.00217712501785
TSRO,0.000134856518869,xlv,-0.00874490067511
TSS,0.00159613082197,xlk,0.00451560756429
TTC,0.00136326387378,xlp,0.0023704502034
TTWO,0.0038330462891,xlk,0.00436187493657
TUP,0.000757306869965,xlp,0.00127613106863
TWO,0.00123611377674,xly,0.000578753025554
TWTR,0.00129587140603,xlk,0.0135276693796
TWX,0.000694039166173,xly,-0.000351904314003
TXN,0.00159568836308,xlk,0.00482775933566
TXT,0.00120202605828,xli,0.0024523077087
TYL,0.00119595721089,xlk,0.00321840310449
UA,-0.00374887643559,xly,0.00215567322575
UAA,-0.00429301162062,xly,0.0016018897329
UAL,0.00137761385491,xli,0.00634484430449
UDR,0.000600108352241,xlre,-8.9812200474e-05
UFS,0.00161814811044,xli,0.0058121236055
UGI,0.000823359200167,xlu,0.000182929543324
UHAL,0.00148903240646,xly,0.00132622125184
UHS,0.000255975270269,xlv,0.00145035297604
ULTA,-0.000624523598447,xly,0.00616713089108
ULTI,0.000829413226457,xlk,0.00388595745495
UNH,0.00122209352055,xlv,0.0042358377658
UNIT,-0.00127779914422,xly,0.0027088990628
UNM,0.00141036400644,xlf,0.00194060747982
UNP,0.00140792513013,xli,0.00418985576237
UNVR,0.00127274093506,xly,-9.93789944907e-05
UPS,0.000331465397559,xli,0.00274777582121
URBN,-0.000674401416517,xly,0.0136672210487
URI,0.00232474109454,xlk,0.00732379530564
USB,0.000709022650473,xlf,0.00190504639387
USFD,0.000385747485933,xlp,0.0057223426929
USG,0.00170038817392,xlp,0.00530723958301
USM,-7.67943424958e-05,xlu,0.00493673376007
UTHR,0.000233370719041,xlv,0.0063175621108
UTX,0.000737322669857,xli,0.00112017098019
V,0.00188834073214,xlk,0.00272807380139
VAR,0.00149124249235,xlv,0.000748148289273
VC,0.00276994534144,xlp,0.00396763890308
VEEV,0.00291500575417,xlk,0.00127820320426
VER,0.000619443791159,xly,-0.00106576318926
VFC,0.00120932054711,xly,0.0045441833844
VIA,-0.00111611774239,xly,0.00180991291112
VIAB,-0.000822257227357,xly,0.00366416198011
VLO,0.00189649548306,xle,0.00529088797007
VMC,0.000921112927524,xlb,0.00346338543314
VMI,0.000843317273212,xlp,0.00187930265431
VMW,0.00208828916341,xlk,0.00581762994682
VNO,-7.17212706907e-05,xlre,0.000742009654001
VNTV,0.00140532733697,xly,
VOYA,0.000558471049701,xlf,0.00299305793359
VR,0.000588120323413,xlf,-0.00132183944955
VRSK,0.000628853766171,xlk,0.00221946492741
VRSN,0.00181895061698,xlk,0.00204685963518
VRTX,0.0017307145922,xlv,0.000556257497763
VSM,0.0019518066981,xli,0.00403336698248
VST,0.625993033378,xlu,0.00358485508962
VTR,0.00104370432442,xlre,-0.00141244799895
VVC,0.00182716194059,xlu,-1.71579920596e-05
VVV,0.00102134012645,xli,0.00310860703247
VWR,0.00119450938941,xly,
VZ,-6.20182168349e-05,xlk,0.00388337757006
W,0.00331287942721,xly,0.012014984755
WAB,0.000226367804286,xlp,0.00377626344372
WAL,0.00138951484988,xlf,0.00364700353579
WAT,0.00174015644771,xlv,0.00411643724165
WBA,-0.00100661844196,xlv,0.00130645260807
WBC,0.00205289715456,xlp,0.00215117993614
WBS,0.000978057189074,xlf,0.00294642233059
WBT,0.00155777016228,xlk,0.00479301684364
WCC,0.000563648681176,xlp,0.00489287334473
WCG,0.0024414299477,xlv,0.00672150378273
WDAY,0.00262291151596,xlk,0.00369609709613
WDC,0.00277233332184,xlk,0.0023334366927
WEC,0.000688330695083,xlu,-1.41420547122e-05
WEN,0.00112390850803,xly,0.000729601149999
WEX,0.00159664889476,xly,0.0027698596348
WFC,0.000913091902414,xlf,0.0038078978901
WFT,0.000497508448933,xle,-0.0105009094924
WHR,0.000537725513949,xly,-0.000749226498229
WLK,0.00353308028204,xli,0.00389217465011
WLL,0.00103732912973,xle,0.00934477701446
WLTW,0.00142023438144,xlf,-0.00176079600077
WM,0.000656760165637,xlu,0.00382104385529
WMB,0.00111411491618,xle,0.000651719556702
WMT,0.000893090931236,xly,0.00472643017682
WPC,0.00142840236037,xly,-0.000213238435853
WPX,0.00155609670804,xle,0.0063436371538
WR,-0.00012714964725,xlu,0.000501545699396
WRB,0.000781846620566,xlf,7.32974801238e-05
WRI,3.57733525107e-05,xly,-0.00197709841847
WRK,0.00170805714344,xlb,0.00355429703134
WSM,3.0320780961e-05,xly,0.00118542449246
WSO,0.00111992708345,xly,0.00197142516791
WST,0.00135299527149,xli,0.00271700617348
WTM,0.000302147153796,xlf,6.54715368975e-05
WTR,0.000701435327056,xlu,0.000407876275307
WU,0.000239604907143,xlk,-0.00148611049467
WY,0.00143621212199,xlre,0.000768412350293
WYN,0.00194986736076,xly,0.00364274556361
WYNN,0.00277669524679,xly,0.00317924026921
X,0.00244532762341,xli,0.00726964544242
XEC,0.000594561944494,xle,0.00182532244305
XEL,0.0009825355277,xlu,-0.00143362695913
XL,0.000658754176751,xlf,-0.00249237992714
XLNX,0.00180661316339,xlk,0.00128111994938
XOG,0.00063341910198,xle,0.00369083772005
XOM,0.00010124071214,xle,0.00074541779686
XON,-0.00153081075364,xlv,0.00118109149666
XPO,0.00345629438941,xly,0.0107897550184
XRAY,0.000592354282868,xlv,0.00413131434222
XRX,0.00185642977437,xlk,-0.00125772336796
XYL,0.00151800144517,xli,0.00273140252525
Y,8.32690688381e-05,xlf,0.00174413530485
YUM,0.00141760689309,xly,-0.000704231011389
YUMC,0.0022314436137,xly,0.000934502301157
Z,0.000987684128175,xly,0.00485750880558
ZAYO,-3.29205877577e-06,xlu,0.00170224449405
ZBH,0.0012431888786,xlv,0.00417717565236
ZBRA,0.00230898510179,xlk,0.00408706085394
ZG,0.00118054013675,xly,0.0050280235892
ZION,0.00172179018074,xlf,0.00350829616076
ZNGA,0.00178405898312,xlk,0.00459523898976
ZTS,0.00192218727107,xlv,0.00185649795664
